st_061100_0001#0,"""A.P.242/2/17/11:00"""
st_061100_0010#0,"""Ха... Ха... Что это такое? Я никогда раньше не видела ничего подобного им."""
st_061100_0020#0,"""Их сложно повредить"""
st_061100_0030#0,"""Они аномально устойчивы"""
st_061100_0040#0,"""Да... и они так же реагируют на действия Сивы."""
st_061100_0050#0,"""Отражают наши атаки или же поглощают их..."""
st_061100_0060#0,"""<%me>！"""
st_061100_0070#0,"""Мария! Осторожно!"""
st_061100_0080#0,"""...Ах, это вы. Не плохо, вы спасли меня."""
st_061100_0090#0,"""Как же остальные?"""
st_061100_0100#0,"""Я тоже их ищу. Ну, хорошо что сначала я встретила вас."""
st_061100_0110#0,"""За вас самая высока награда."""
st_061100_0120#0,"""А?"""
st_061100_0130#0,"""Ложись!"""
st_061100_0140#0,"""Чёрт."""
st_061100_0150#0,"""Не дайте себя обмануть! Это не сестрица!"""
st_061100_0160#0,"""Зено! Эта рана..."""
st_061100_0170#0,"""Ооо. Ты должно быть первоклассный продукт, раз выжил после моего удара."""
st_061100_0180#0,"""Настоящий удар так не выглядит. И прекрати уже так херово притворяться, госпожа-подделка!"""
st_061100_0190#0,"""Хм..."""
st_061100_0200#0,"""В ней не было недостатков. Мои имитации совершены."""
st_061100_0210#0,"""Ты же..."""
st_061100_0220#0,"""Ты была с Сивой..."""
st_061100_0230#0,"""Способность имитировать других...!?"""
st_061100_0240#0,"""Я - Митора. Одна из Двадцати, Богиня Лжи. Чтобы стать подделкой, я пришла сюда."""
st_061100_0250#0,"""Я столкнулась с ней ранее."""
st_061100_0260#0,"""И я следом."""
st_061100_0270#0,"""Подозрения убивают людей. То что люди сомневаются в других людях, очень смешит."""
st_061100_0280#0,"""Отныне вы всегда должны подозревать всех. Может быть, ваши друзья уже не друзья."""
st_061100_0290#0,"""Я всегда это видела. И, теперь, даже здесь."""
st_061100_0300#0,"""Лжебогиня убивает людей."""
st_061100_0310#0,"""Спасибо за ваше любезное объяснение. Если это так, то всё, что вам нужно сделать сейчас, это избавиться от убийцы!"""
st_061100_0320#0,"""За вас высокая награда. Заполучив вас, я выиграю."""
st_061100_0330#0,"""Награда..."""
st_061100_0340#0,"""Игра заключается в том, чтобы убить как можно больше из ваших. Я сейчас проигрываю, потому хочу нагнать за счёт вас."""
st_061100_0350#0,"""...Довольно глупостей! Мы не ваши игрушки для увеселения!"""
st_061100_0360#0,"""Почему ты злишься? Вы, ребята, делаете то же самое с даркерами."""
st_061100_0370#0,"""Каковы ощущения во время охоты? Считай это кармой."""
st_061100_0380#0,"""Поведай мне... Ты же понимаешь каковы эти ощущения?"""
