un_025150_0010#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0020#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0030#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0040#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0050#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0060#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0070#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0080#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0090#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0100#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0110#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0120#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0130#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0140#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0150#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0160#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0170#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0180#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0190#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0200#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0210#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0220#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0230#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0240#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0250#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0260#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0270#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0280#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0290#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0300#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0310#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0320#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0330#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0340#0,"""唉呀唉呀唉呀呀，是你啊。<br>......嗯－－，原來是你啊。<br>看來有點不對勁呢。"""
un_025150_0010#1,"""や、<%me>。<br>慌ただしくしててすまないね。"""
un_025150_0020#1,"""フォトナーの……ルーサーのせいで<br>アークス内の組織はがったがた。<br>立て直しに大忙しだよ。"""
un_025150_0030#1,"""ウルクはそんなぼくの手伝いってわけ。<br>こっちの事情も知ってるし……<br>なにより驚いたり慌てたりしないから。"""
un_025150_0040#1,"""まー、わたしのまわりは、ここ最近<br>ショッキングなことばかり起きてて<br>慣れたというか、なんというか……"""
un_025150_0050#1,"""……でもさー、シャオくん。<br>これ公表しちゃっていいの？"""
un_025150_0060#1,"""アークスとフォトナーのこととか<br>隠されていた歴史や事実の公表とか<br>それこそ大混乱だと思うよ。"""
un_025150_0070#1,"""大混乱、上等じゃないか。<br>みんなに考えてもらうために<br>公表するんだからね。"""
un_025150_0080#1,"""もともと、アークスは<br>フォトナーによって作られた<br>ダーカーと戦うための、駒だ。"""
un_025150_0090#1,"""そこは否定しても変わらない事実だよ。<br>まあ、そんなことをいったら<br>ぼくだってシオンに作られてるしね。"""
un_025150_0100#1,"""出自は問題じゃない。<br>アークスに必要なのは、これからさ。"""
un_025150_0110#1,"""中のうみは出し切った。<br>そろそろ、アークスは本来の目的へ<br>目を向けないといけない。"""
un_025150_0120#1,"""アークスの目的って<br>ダークファルスを倒すこと？"""
un_025150_0130#1,"""それだけじゃ終わらない。<br>さらにその上、【深遠なる闇】と<br>呼ばれるものの、完全消滅。"""
un_025150_0140#1,"""それこそが、アークスの……<br>フォトンを扱うものに課せられた<br>最大の目的だ。"""
un_025150_0150#1,"""深遠なる、闇？<br>それって、ダークファルスよりも<br>やばいやつなの？"""
un_025150_0160#1,"""ダークファルスを作った存在って<br>言えば、わかるかな？"""
un_025150_0170#1,"""……一発でわかった。"""
un_025150_0180#1,"""【深遠なる闇】がいるかぎり<br>ダーカーは決して消えない。"""
un_025150_0190#1,"""でも逆に言えば【深遠なる闇】さえ<br>なんとかすれば、ダーカーも<br>ダークファルスも……ってわけだ。"""
un_025150_0200#1,"""じゃあ、さっさとその<br>【深遠なる闇】ってのを倒さないと！<br>で、そいつはどこにいるの？"""
un_025150_0210#1,"""わからない。"""
un_025150_0220#1,"""へ？"""
un_025150_0230#1,"""いやいやぼくをにらまれても困るよ。<br>フォトナーが死力を尽くして封印した<br>という記録しかないんだ。"""
un_025150_0240#1,"""どこにいて、どのような形をしていて<br>どうやったら倒せるのか。<br>それは目下調査中さ。"""
un_025150_0250#1,"""フォトナーが堕落の果てに生み出した<br>破滅の意志を持つ負のフォトン……<br>それが【深遠なる闇】だ。"""
un_025150_0260#1,"""遙か昔に、フォトナーが死力を尽くし<br>その存在は封印したけど、残滓として<br>ダークファルスやダーカーは残った。"""
un_025150_0270#1,"""そんな残滓との戦いで、これなんだ。<br>【深遠なる闇】そのものの力は<br>推して知るべし、ってところだろうね。"""
un_025150_0280#1,"""すべてを終わらせるためには<br>そんな【深遠なる闇】そのものを<br>消し去るしか手はない。"""
un_025150_0290#1,"""【深遠なる闇】……<br>ダークファルスの上に<br>そんな、とんでもないのがいるんだね。"""
un_025150_0300#1,"""だったら、わたしもみんなの力に<br>なれるよう、もっと、もーっと<br>がんばらないと！\u3000よーっし！"""
un_025150_0310#1,"""あっ、ちょっとウルク。<br>まだ全部は話し終わってないよ！<br>……って、もう聞いてないな。"""
un_025150_0320#1,"""……まったくね。<br>彼女の底抜けな前向きさには<br>本当に救われてるよ。"""
un_025150_0330#1,"""あんなふうに頑張っていれば<br>なんでも、なんとでもなりそうって<br>……理屈じゃなくて、思うんだ。"""
un_025150_0340#1,"""ま、ウルクもいなくなっちゃったし<br>いったんここまでにしようか。"""
