st_043050_0001#0,"""A.D.2028/4/2/17:00"""
st_043050_0020#0,"""……딱히 방을 뒤진 것 같지는 않아.<br>나에 대해 학교에 말하지는 않은 건가?"""
st_043050_0030#0,"""아니, 그런 건 나중에 생각하자.<br>일단은 오빠를 만나러 가야해."""
st_043050_0040#0,"""누굽니까, 복도에서 달리고 있는 건."""
st_043050_0050#0,"""……어머, 야사카 씨?"""
st_043050_0060#0,"""으엑, 기숙사장……!"""
st_043050_0070#0,"""말이 거칠어요, 야사카 씨.<br>학생회 일 때문에 한동안 외출한다는<br>연락을 받았습니다만, 무슨 일이신지요?"""
st_043050_0080#0,"""어, 학생회 일……?<br>누가 그런 말을?"""
st_043050_0090#0,"""와시노미야 씨에요.<br>같이 계신 거 아니었나요?"""
st_043050_0100#0,"""코오리가……?"""
st_043050_0110#0,"""그나저나 곤란하게 됐네요.<br>방금 오빠 분께서 오셨는데<br>외출 중이라고 대답해버렸어요."""
st_043050_0120#0,"""오빠가 왔었어요?"""
st_043050_0130#0,"""예, 바로 방금 전에요.<br>야사카 씨가 어디 갔는지 여쭤보셔서<br>그렇게 대답해뒀습니다만……"""
st_043050_0140#0,"""아, 괜찮아요.<br>마침 오빠한테 볼일이 있으니 만나고 올 게요.<br>그래서 오빠는 어디로?"""
st_043050_0150#0,"""남자기숙사로 돌아간다고 그러셨습니다.<br>그럼 야사카 씨, 저는 이만.<br>그리고 복도에서 달리면 안됩니다."""
st_043050_0160#0,"""……네~."""
st_043050_0170#0,"""다행이다, 무사하구나……"""
st_043050_0180#0,"""포, 폭발……!?<br>저쪽은 남자기숙사 방향…… 설마!?"""
st_043050_npc01#0,"""기숙사장"""
