st_043120_0001#0,"""A.D.2028/4/7/20:00"""
st_043120_0010#0,"""오 마이…… 갓……!<br>내…… 스테이지가…… 무너진다……?"""
st_043120_0020#0,"""하지만, 굿……구웃이야……!<br>히츠기 걸, 엔가 보이……<br>그리고 <%me>……!"""
st_043120_0030#0,"""액터는 감독의 예상을 뛰어넘어야지!<br>그때야말로 최고의 필름이 탄생한다……!"""
st_043120_0040#0,"""……거참, 이 상황에도 영화 걱정이라니.<br>대단한 근성이시구만."""
st_043120_0050#0,"""<%me>……?<br>……앗, 오빠, 저거!"""
st_043120_0060#0,"""전부 같이 가래서 어떤 녀석들이 있을지<br>50% 기대했는데……<br>누구 할 거 없이 70% 정도 약해보여."""
st_043120_0070#0,"""그래서, 저 꼬맹이가 히츠기라고?<br>100% 건방져보이니까<br>지금 여기서 해치워버리자, 풀."""
st_043120_0080#0,"""……아, 안돼 오쿠.<br>확실히 약해보이긴 해도 우리는<br>인사하러 왔을 뿐이잖아."""
st_043120_0090#0,"""……아, 인사하러 왔을 뿐, 이라는 대사.<br>왠지 쓸데없이 강해보여. 쓸만하겠다.<br>……메모메모."""
st_043120_0100#0,"""……호호. 풀 말이 맞다네, 오쿠.<br>이번 우리의 목적은 녀석들이 아니야."""
st_043120_0110#0,"""…………윽."""
st_043120_0120#0,"""반응 감지! 수, 5!<br>언제부터 저기에……!?"""
st_043120_0130#0,"""어이어이, 녀석들 단체로 온 거냐고.<br>이건 좀 큰일인가……?"""
st_043120_0140#0,"""호되게 당했나보군, 베토르.<br>이쪽 충고를 따르지 않으니 그렇게 되지."""
st_043120_0150#0,"""하…… 그런 말하려고 온 건 아니잖AH?<br>오피엘?"""
st_043120_0160#0,"""……그래."""
st_043120_0170#0,"""커, 헉……!"""
st_043120_0180#0,"""마더가 숙청을 정했다.<br>현저한 독단행동, 그리고 작전수행의 미스.<br>도저히 간과할 수 없다."""
st_043120_0190#0,"""난 그 결정을 따랐을 뿐이다, 베토르여."""
st_043120_0200#0,"""헤, 하하…… 하……크헉!<br>오케이, 오케에에이……!<br>……그게 마더의 결정이라면, 괜찮지!"""
st_043120_0210#0,"""하지만, 오피엘이여…… 지금도 제대로<br>필름이 돌고 있…… 겠지……?"""
st_043120_0220#0,"""사람이 죽는 장면은……<br>생애에 한 번밖에 찍을 수 없어……!<br>놓치지말고…… 찍어두라…… 고……!"""
st_043120_0230#0,"""……목적은 달성했다."""
st_043120_0240#0,"""세계의 병소여.<br>다시 한 번 선고하지."""
st_043120_0250#0,"""우리 마더 클러스터의 목적은<br>거기 있는 알이라는 소년의 신병뿐.<br>넘긴다면 지구인의 신변은 보장하지."""
st_043120_0260#0,"""지구인이라니…… 우리만?<br>오라클 사람들은 어떻게 되는 건데!"""
st_043120_0270#0,"""우리는 마더의 말을 전할 뿐.<br>넘기지 않는다면 모든 병소를 제거한다.<br>……그것뿐이지."""
st_043120_0280#0,"""알을 넘기라니……<br>저녀석들의…… 마더의 목적은 대체 뭐야!?"""
st_043120_0290#0,"""……당연히 복수지.<br>복수 이외의 목적은 있을 리가 없다."""
skit01#0,"""Change The World!"""
skit02#0,"""세계 변혁의 소리"""
