st_046050_0001#0,"""A.D.2028/4/20/12:00"""
st_046050_0010#0,"""……흐음, 이건 또 이질적인 것이<br>나타나게 되었구먼, 마더여."""
st_046050_0020#0,"""어스가이드의 자들은<br>저걸 에스카 다커라고<br>호칭하고 있던 듯하던데……？"""
st_046050_0030#0,"""그 호칭은 거의 정답이군.<br>차이가 있다면 저 환창종은<br>내 제어 관리하에 있다는 부분."""
st_046050_0040#0,"""호호, 제어하고 있다니.<br>그렇다면 마더여, 그 에스카 다커가<br>파괴활동을 행하려 한 것도 그대의 의지인가?"""
st_046050_0050#0,"""……융화되지 않는다."""
st_046050_0060#0,"""융화?"""
st_046050_0070#0,"""에테르와 포톤의 융합체……<br>알은 확실히 이 몸 안에 흡수했다.<br>허나 아직도 이 몸에 융화되지 않는 군."""
st_046050_0080#0,"""그 영향인지 내 안에서 나온 것이지만<br>일부 제어를 벗어나고 있다……"""
st_046050_0090#0,"""융화되지 않는 원인은?"""
st_046050_0100#0,"""아마도 <%me><br>그리고 야사카 히츠기와의 연결에 있다."""
st_046050_0110#0,"""그래. 이 연결이 남아있는 한<br>알이란 것은 내 안에 계속 남아있는다.<br>그 잔재는 계속하여 제어를 방해하겠지."""
st_046050_0120#0,"""……강력한 연결이다.<br>허나 이 정도로 강한 연결이 있었기에<br>알이라는 기적의 존재가 태어났다."""
st_046050_0130#0,"""끊어내려면…… 연결된 존재를<br>죽일 수 밖에 없겠지."""
st_046050_0140#0,"""……죽인다니.<br>히츠기를…… 죽이는 거야, 마더?"""
st_046050_0150#0,"""……그렇다, 와시노미야 코오리.<br>그리고 그 외엔 야사카 히츠기를 구할 방법이 없다."""
st_046050_0160#0,"""그녀의 세뇌는 매우 매우 뿌리깊다.<br>내 수술로도 차마 손댈 수 없었을 정도로."""
st_046050_0170#0,"""……그러므로 마더가 말씀하신대로 한 번 죽여서<br>초기화하고 되살리는 수 밖에 없다.<br>……알겠나, 와시노미야 코오리."""
st_046050_0180#0,"""……그렇게 하면, 돌아오는 거죠?<br>히츠기는 돌아오는 거 맞죠?"""
st_046050_0190#0,"""저희, 그 시절로 돌아갈 수 있는 거죠?<br>둘이서 학교 다니고, 패션 얘기나<br>학생회 얘기나, 잡담 같은 걸 하던 시절로……"""
st_046050_0200#0,"""둘이서 학교로 돌아가서 전과 같은 일상을<br>지내는 게…… 가능한 거죠?"""
st_046050_0210#0,"""……물론이지."""
st_046050_0220#0,"""……상태가, 이상하구먼."""
st_046050_0230#0,"""……와시노미야 코오리 말입니까, 노인장.<br>그녀의 목적과 그 방해를 생각해보면<br>불안정해지는 건 어쩔 수 없지 않나 싶습니다만"""
st_046050_0240#0,"""와시노미야 코오리의 불안정도 그렇지만<br>……마더의 상태도 이상하네."""
st_046050_0250#0,"""마더는 PSO2 안의……<br>포토너라 불리는 존재에 대해<br>강한 적의나 복수심을 가지고 있다. 그건 알고 있네."""
st_046050_0260#0,"""허나 우리 지구의 자들에게는<br>자애의 마음을 가지고 접하던 존재였다."""
st_046050_0270#0,"""……그런데 요새는 어떤가.<br>어스 가이드에 대한 공격은 거세지고<br>끝에는…… 야사카 히츠기를 죽이라 하더군."""
st_046050_0280#0,"""대의를 위해서라면 다소의 희생은 있을 수 있는 법.<br>여태까지도 마더 클러스터의 발전을 위해<br>몇 번이나 희생을 강요해왔기에."""
st_046050_0290#0,"""마더에게 있어 괴로운 결단이었을 것이라고<br>생각은 합니다만……<br>이상한 얘기는 아니잖습니까."""
st_046050_0300#0,"""……이상하다고 하면, 자네도 마찬가지일세.<br>오피엘이여."""
st_046050_0310#0,"""자네는 왜 베토르를 죽였나?"""
st_046050_0320#0,"""……그게 마더의 명령입니다."""
st_046050_0330#0,"""그렇지 않잖나.<br>그러하다면 하기토를 놔둘 이유가 없네.<br>……그건 자네의 독단일세."""
st_046050_0340#0,"""마더는 어째서인지 자네에겐 묻지 않는다.<br>그렇기에 내가 물을 수 밖에 없지."""
st_046050_0350#0,"""오피엘 허버트여.<br>어째서 마더의 이름을 빌려, 왜 베토르를 죽였는가?"""
st_046050_0360#0,"""자네는, 마더와 걷는 그 길의……<br>……그 너머에 무엇을 보고 있는 것인가?"""
st_046050_0370#0,"""……노인장.<br>노인장은 지구의 현 상황을 어떻게 생각하십니까?"""
st_046050_0380#0,"""질문에 질문으로 답하다니<br>더더욱 자네답지 않구먼."""
st_046050_0390#0,"""인류는 벽에 부딪혔습니다.<br>기술도, 유전자도, 정신도……<br>……퇴화마저 할 것 같을 정도로."""
st_046050_0400#0,"""거기에 나타난 것이 에테르이자<br>마더입니다, 노인장."""
st_046050_0410#0,"""인류의 세계 재편.<br>그걸 위해서라면 이 손, 이 몸이<br>아무리 더러워져도 문제 없습니다."""
st_046050_0420#0,"""모든 것은 이 행성의 미래를 위해……<br>필요한 희생도 있다는 것.<br>여태까지도, 그리고 앞으로도……"""
st_046050_0430#0,"""행성의 미래, 라……<br>자네는 의사가 아닌 사상가가 되었어야<br>했을지도 모르겠구먼, 오피엘이여."""
