st_044070_0001#0,"""A.D.2028/4/10/15:00"""
st_044070_0010#0,"""Alright, we're here."""
st_044070_0020#0,"""Wow! So pretty! This place is huge!<br>To build something like this under Las Vegas...<br>What kind of organizational capacity does Earth Guide even have...?"""
st_044070_0030#0,"""After entering a casino in Las Vegas,<br>we went further underground via elevator and<br>changed elevators twice again before reaching our destination..."""
st_044070_0040#0,"""It seems like they've taken extreme caution to<br>prevent any specific pin-points from being made."""
st_044070_0050#0,"""Well, it's just in case. Although, I'm not sure how much it'd even help in this world, with the widespread Ether infrastructure."""
st_044070_0060#0,"""Haha, things are getting quite lively around here, aren't they?"""
st_044070_0070#0,"""That's what I told you before. And even so, you still insisted I bring them here. Isn't that right, prince?"""
st_044070_0080#0,"""I don't mind, I prefer things to be lively."""
st_044070_0090#0,"""<%me>, Hitsugi. It's an honor to meet you both."""
st_044070_0100#0,"""My name is Ardem Sacred. Although, there are those who tease me and call me 'Prince'. But please, call me by my name."""
st_044070_0110#0,"""Prince...? Then, wait, you're...!"""
st_044070_0120#0,"""Correct. To put it plainly, I am currently the leader of Earth Guide. I'm looking forward to working with you."""
st_044070_0130#0,"""Ah, uhm, same here. Thank you."""
st_044070_0140#0,"""<%me>. I've heard many rumors about you. I'm honored to finally meet you in person."""
st_044070_0150#0,"""I'm sorry for having to invite you to a place like this."""
st_044070_0160#0,"""1. Many rumors?"""
st_044070_0170#0,"""2. Don't worry about it."""
st_044070_0180#0,"""You didn't hear about it from Enga? For some time now, Earth Guide and ARKS have been communicating in secret."""
st_044070_0190#0,"""I've been told many things about you, <%me>. Powerful, righteous... and with a kind heart."""
st_044070_0200#0,"""Haha, I see. The rumors of you being kind are true."""
st_044070_0210#0,"""All the stories I've heard about you were full of compliments and praise. It seems you mostly just nod and smile, dealing with whatever comes your way."""
st_044070_0220#0,"""And when I think to myself that you all came from an alternate dimension... As an Earthling, this meeting has me deep in thought."""
st_044070_0230#0,"""Oh, right... PSO2 isn't a game, but a window to an alternate dimension... So, <%me> is technically a space alien."""
st_044070_0240#0,"""Or rather, someone from another world? A person from an alternate dimension? What am I supposed to label them? Ugh, I guess it's not important..."""
st_044070_0250#0,"""I guess because of all the commotion and talking we did, I never really gave it much thought, but... This is actually a pretty big deal, huh?"""
st_044070_0260#0,"""It's probably enough to spin the heads of scientists studying the Earth and it's life."""
st_044070_0270#0,"""Now, I have gathered you all here for a reason. Please let me explain the current situation on Earth."""
st_044070_0280#0,"""The increase of Mother Cluster actively has been noticed by ARKS as well."""
st_044070_0290#0,"""On Earth's side, the attacks on Earth Guide has increased. Most branches and members have suffered losses... To be honest, our situation is kind of grim."""
st_044070_0300#0,"""Previously, we had a lot of situations where we would just have a staredown, but now it seems they've stopped caring. They're agressively trying to destroy us."""
st_044070_0310#0,"""Maybe they were waiting until they were ready, or they needed to rush into it all of the sudden... There's no way of knowing, but it's a pretty bad situation either way."""
st_044070_0320#0,"""Tell me, please, what is Mother Cluster's motive? What do they plan to do after they destroy Earth Guide?"""
st_044070_0330#0,"""After the destruction of Earth Guide, they'd be able to completely conquer the Earth. We're the last bastion of hope."""
