st_020740_0001#0,"""A.P.238/7/7/13:00"""
st_020740_0010#0,"""…아아, 정말이네. 정말 왔어.<br>루서 씨 말대로야.<br>그 사람이 하는 말은, 옳구나."""
st_020740_0020#0,"""…당신, 이 안쪽으로 가려는 거죠.<br>하지만 안 됩니다. 여긴 지나갈 수 없어요.<br>그렇게 약속했으니까요."""
st_020740_0030#0,"""…약속을 지키면, 약속을 이루어 준다.<br>루서 씨가 그렇게 말해 줬어요."""
st_020740_0040#0,"""그 사람은 옳은 말만 해요.<br>…그러니까 지나가게 할 수 없습니다, 절대로."""
st_020740_0050#0,"""나도 약속을 지키고… 지키고…<br>그녀를, 돌려받을 거야."""
st_020740_0060#0,"""그녀를 되살려 줄 거야.<br>그렇게 약속했어, 약속했다고…!"""
st_020740_0070#0,"""그런 일이 가능할 리가 없어"""
st_020740_0080#0,"""우르크 일이라면…"""
st_020740_0090#0,"""시끄러워!<br>나는 그런 말을<br>듣고 싶은 게 아니야…!"""
st_020740_0100#0,"""나는 그저…<br>그녀의 말을 듣고 싶을 뿐이야!"""
