st_044080_0001#0,"""A.D.2028/4/15/12:00"""
st_044080_0010#0,"""재미없어~, 100% 재미없어~!<br>아무도 안 나오잖아!"""
st_044080_0020#0,"""이제 이런 10% 화력 말고<br>한 번에 뻥 터뜨려버리자!"""
st_044080_0030#0,"""……오쿠, 자제해라.<br>이번 우리의 목적을 잊어버리지 마라."""
st_044080_0040#0,"""네네 알겠습니다~!<br>120% 알겠습니다!"""
st_044080_0050#0,"""정말, 이런 귀찮은 짓 안해도<br>나랑 풀이 있으면 100% 괜찮은데 말이야!"""
st_044080_0060#0,"""풀은 다음 준비를 해야한다.<br>그것도 알고 있을텐데, 오쿠."""
st_044080_0070#0,"""일일히 말꼬리 잡지 말라고!<br>70% 아저씨!"""
st_044080_0080#0,"""진~짜, 마더도 걱정이 많다니까!<br>그치, 라플라스?"""
st_044080_0090#0,"""그보다 원래 파레그가 한 번에 전~부<br>날려버리면 끝났을 얘기잖아?<br>이제 파레그한테 부탁하자, 파레그한테~!"""
st_044080_0100#0,"""그럼 부탁하러 가겠다는 말이지?"""
st_044080_0110#0,"""무・리!"""
st_044080_0120#0,"""호흡, 심박수가 상승한 것 같은데.<br>……긴장한 거냐?"""
st_044080_0130#0,"""……그럼 됐다."""
st_044080_0140#0,"""그럼 둘 다.<br>상황이 갖춰질 때까지 맡기겠다."""
st_044080_0150#0,"""네네~.<br>……거참, 왜 내가 풀이 아니라<br>이런 어두침침한 애랑 같이 움직여야하냐고."""
st_044080_0160#0,"""……잠깐~, 기습은 너무한 거 아냐~?<br>맥스웰 한 마리 날아가버렸잖아!<br>40% 정도 불쌍하다 생각하지않아?"""
st_044080_0170#0,"""안타깝게도 이쪽은 가정환경이 안 좋거든.<br>꼼수, 뒤통수, 함정, 기타 등등<br>뭐든지 써주마!"""
st_044080_0180#0,"""뭐…… 저 한순간에<br>전부 쳐낸 건가……?"""
st_044080_0190#0,"""윽!?<br>말도 안돼…… 너는……"""
st_044080_0200#0,"""코오리……!<br>어째서, 이런 곳에……!?"""
st_044080_0210#0,"""앗!<br>멈춰, 코오리!<br>기다려!"""
st_044080_0220#0,"""윽! 이 바보가!<br>혼자서 튀어나가지 말라고!"""
st_044080_0230#0,"""헤이, 60% 미남!<br>딴데 볼 틈이 있을 거 같아?<br>그래선 100% 죽어버린다?"""
st_044080_0240#0,"""……방해하지 마라.<br>목숨이 아깝지 않은 거냐."""
st_044080_0250#0,"""너, <%me>지.<br>마더한테 들었어. 아크스 중에서도<br>독보적으로 200% 위험한 녀석이라고."""
st_044080_0260#0,"""그래서 내가 온 거야.<br>너희 상대를 하기 위해서<br>이, 오쿠 밀러가 말이지!"""
st_044080_0270#0,"""자 가라, 라플라스! 맥스웰!<br>이제 모든 계산은 끝났어.<br>100% 우리가 이기는 싸움이야!"""
st_044080_0280#0,"""……받아주지."""
skit01#0,"""Why are you there?"""
skit02#0,"""슬픈 재회"""
