name01#0,"""Xiera"""
text01#0,"""<red>ゾンディール<c>について<br>説明します！"""
text02#0,"""ゾンディールは雷属性のテクニックで<br><red>電磁場を発生させてエネミーを<br>一箇所に引き寄せる<c>ことができます。"""
text03#0,"""それでは、ゾンディールを使って<br>エネミーを引き寄せてみましょう！"""
text101#0,"""Task 4: <yellow>Gather enemies together with Zondeel"""
train_title#0,"""Task 4: <yellow>Gather enemies together with Zondeel"""
tut_title#0,"""Zondeel"""
text100#0,"""・Cast Zondeel with <%PhotonArts> to gather all enemies into one place"""
text100_3b#0,"""・Cast Zondeel with <%PhotonArts> to gather all enemies into one place"""
tut_win_title#0,"""Zondeel"""
tut_win_text100#0,"""ゾンディールは<br>電磁場を発生させて<br>エネミーを中心に引き寄せる<br>雷属性のテクニックです。<br><br>一定の時間発動した場所に残り<br>エネミーを引き寄せ続けます。<br><br>自分のゾンディールの発生中に<br>他の雷属性テクニックをゾンディールに<br>撃つと、爆発して消滅します。"""
