st_048090_0001#0,"""A.D.2028/4/25/12:00"""
st_048090_0010#0,"""왔는가……"""
st_048090_0020#0,"""오피엘 허버트……!"""
st_048090_0030#0,"""……아뎀 경은 이 안에 있다.<br>나는 그 누구도 들여보내지 말란 명령을 받았지.<br>이상, 뭔가 질문이 있나?"""
st_048090_0040#0,"""넌 마더를 배신하고<br>아뎀 씨 밑에 붙어서……<br>대체 뭘 하려고 하는 거야."""
st_048090_0050#0,"""……배신했다니 어처구니 없는 표현이군.<br>나는 마더를 배신할 생각은 없다.<br>아뎀 경에게 가담할 생각도 없지."""
st_048090_0060#0,"""벽에 막힌 지구를 인도할 존재를 지지하고<br>새로운 세계 재편을 이 눈으로<br>지켜본다, 내 목적은 그뿐이지."""
st_048090_0070#0,"""그 진화의 인도자로서의 가능성을<br>전에는 마더에게 느꼈고, 지금은 아뎀 경에게 느꼈다.<br>그저 그럴 뿐인 얘기."""
st_048090_0080#0,"""너희가 그 이상의 가능성을 보여준다면<br>……너희에게 협력할 수도 있곘지."""
st_048090_0090#0,"""진화인지 뭔지 되먹지 못한<br>종교 같은 소리를 주절대긴……"""
st_048090_0100#0,"""훗, 그렇다면 지구의 미래라고 할까.<br>어느쪽이든 이해할 생각은 없을텐데?"""
st_048090_0110#0,"""누구든 그래.<br>누구든지 그렇다.<br>현재 상황을 보지 않고, 미래를 보려하지 않지."""
st_048090_0120#0,"""지금 이 별이 얼마나 궁지에 몰렸는지<br>생각도 않고 매일 부패한 권력 투쟁을 반복한다.<br>그에 희생되는 자를 돌아보지도 않고."""
st_048090_0130#0,"""이 손을 빌어, 이 기술을 사용해<br>사람 하나를 구해도 같은 시간 동안<br>수만의 목숨이 먼지가 되어 사라진다……"""
st_048090_0140#0,"""……사람은 같은 과오를 반복한다.<br>그리고 그것은 결코 낫지 않는 병소.<br>세계를 좀먹는 근원의 병소다."""
st_048090_0150#0,"""이미 처치 불가능. 때를 놓쳤다.<br>그러므로 이 병소는 제거할 수 밖에 없지."""
st_048090_0160#0,"""……핫, 그 나이먹고 자기 절망을<br>남한테 강요하지 말라고 아저씨."""
st_048090_0170#0,"""괜히 머리가 좋은 녀석은 혼자 계속 생각하다<br>멋대로 극단적인 결과를 내니까 어떻게 할<br>방도가 없다고. 그렇지, 히츠기."""
st_048090_0180#0,"""……왜 거기서 나한테 말하는 거야."""
st_048090_0190#0,"""네녀석의 변명은 잘 되지 않았으니까<br>전부 없었던 일로 하자는 애들 어리광이랑<br>전혀 다를 게 없다고."""
st_048090_0200#0,"""……허울 좋은 소리는 됐으니까 비켜 아저씨.<br>우리는 네녀석보다 더 애 같은<br>신처럼 구는 녀석을 후려패러 가야한다고."""
st_048090_0210#0,"""바로 지금 이곳이야말로 세계의 축소판이군.<br>사람은 이렇게 분쟁을 반복하지.<br>나도, 너희도 인간인 이상.……"""
st_048090_0220#0,"""영역전개……!<br>오피엘 씨의 능력……!"""
st_048090_0230#0,"""……그렇다.<br>와시노미야 코오리, 넌 경험한 적 있었지.<br>내 영역은 내 뜻대로 이어진다."""
st_048090_0240#0,"""……오피엘 허버트.<br>마더 클러스터, 수성의 사도.<br>그리고 어스 가이드 북미 지부장."""
st_048090_0250#0,"""진화의 너머에 있는 미래를 보기 위해<br>……술식을 개시한다."""
