name01#0,"""？？？"""
name02#0,"""Narasi"""
pr_052010_0010#0,"""Kastil yang aneh tiba-tiba muncul di medan pertempuran,<br>menyebabkan menjadi berat sebelah."""
pr_052010_0020#0,"""Namanya Devil Castle, dan dia membuat pelindung di sekitarnya, Devil Barrier.<br>Pertahanannya sangat tinggi."""
pr_052010_0030#0,"""Tak bisa menyerang, mundur pun tidak bisa.<br>Kau hanya dibuat kewalahan saja."""
pr_052010_0040#0,"""Dari Devil Castle, muncul Demon tak habis-habis yang<br>dengan kekuatan mengerikan membunuh orang banyak."""
pr_052010_0050#0,"""Situasinya sudah kacau.<br>Tak ada harapan, hanya kekalahan."""
pr_052010_0060#0,"""Tetapi, semua berubah ketika Guardian dari dunia lain menyelamatkan Sang Putri dari bahaya, penyelamat yang membawa cahaya."""
pr_052010_0070#0,"""Kekuatan cahaya yang besar itu akan terukir dalam sejarah dari sini."""
pr_052010_0080#0,"""Misi kita adalah menghentikan serangan musuh, menghancurkan Devil Barrier dan Devil Castle."""
pr_052010_0100#0,"""Di sinilah posisi musuh,<br>dengan Devil Castle yang besar di pusatnya."""
pr_052010_0105#0,"""Pasukanku sedang melawan Demon yang muncul dari Devil Castle.<br>Walau begitu, kami perlahan dibuat mundur kembali."""
pr_052010_0110#0,"""Devil Castle adalah sumber kekuatan musuh.<br>Selama itu tidak terkalahkan, kita tak akan menang."""
pr_052010_0120#0,"""Devil Castle ada di dalam pusat markas musuh..."""
pr_052010_0130#0,"""Tapi, bagaimana dengan Devil Barrier yang melindungi Devil Castle itu?<br>Menghancurkannya akan memakan waktu, bukan?"""
pr_052010_0140#0,"""...Untuk itu, ada senjatanya."""
pr_052010_0150#0,"""Itu adalah Buster Tower ini."""
pr_052010_0160#0,"""Dengan menggunakan kekuatan Buster Tower,<br>kita bisa menghancurkan Devil Barrier."""
pr_052010_0170#0,"""Tapi, dengan kekuatanku,<br>aku tak bisa mengendalikan senjata ini."""
pr_052010_0180#0,"""...Namun, dia bereaksi kuat dengan kekuatanmu.<br>Senjata ini menjadi stabil dan siap untuk digunakan."""
pr_052010_0185#0,"""Sekarang, kau bisa menggunakan Buster Tower untuk memanggil Buster Pile yang bisa menghancurkan Devil Barrier itu!"""
pr_052010_0190#0,"""Musuh mulai bergerak!<br>Tak ada waktu untuk berbincang-bincang!"""
pr_052010_0200#0,"""Kita harus menggunakan Buster Tower untuk menghancurkan Devil Barrier dan Devil Castle dari dalam!"""
pr_052010_0210#0,"""Iya, seperti katamu."""
pr_052010_0215#0,"""Lalu, satu hal lagi.<br>Jika Buster Tower hancur, kita akan kalah."""
pr_052010_0220#0,"""...Kami hampir tidak bisa bertahan,<br>tapi kami akan melakukan yang terbaik!"""
pr_052010_0230#0,"""Aku akan memberikan dukungan sebaik mungkin!<br>Ayo, berikan yang terbaik!"""
