11_voice_NPC_03_100#0,"""Hey, what are you up to partner? Hm? You were asked to do something by that cat?"""
Kuro_01_020#0,"""You really are something aren't you. So, what did it ask you to do?"""
Kuro_01_030#0,"""Hmm, it was asking about a cute girl? So, why are you coming to me?"""
Kuro_01_040#0,"""Wait, a cute girl? What the hell?! I'm a guy!"""
Kuro_01_050#0,"""Damn!  If you see that cat again let me know! Don't forget it!"""
11_voice_NPC_5210_101#0,"""Oh, nice timing partner."""
Afin_favs_before_020#0,"""There was something I wanted to give you. Here, take this."""
Afin_favs_before_030#0,"""I won't use it so it's better off in your hands."""
Afin_favs_after_010#0,"""No need to thank me. We're partners, right?"""
Afin_favs_after_020#0,"""You're always looking out for me. It's the least I could do! Haha!"""
Afin_favs_present_010#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_020#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_030#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_040#0,"""Received \""One Point\"" from Afin."""
Afin_favs_present_050#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_060#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_070#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_080#0,"""Received \""Homing Emission\"" from Afin."""
Afin_favs_present_090#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_100#0,"""Received \""Synthesizer\"" from Afin."""
Afin_favs_present_add_001#0,"""Received \""<%skit_text>\"" from Afin."""
11_voice_NPC_5210_101#1,"""Wow, this place is huge! Quite a difference from where I lived before. Well, that place was big too though."""
11_voice_NPC_5210_100#0,"""There were a lot of Darkers at the start but somehow we made it through. We must be super lucky! Haha."""
Afin_02_020#0,"""I was pretty distracted but I somehow managed to push forward. """
11_voice_NPC_5210_106#0,"""Ever since becoming an ARKS, life still goes on. I thought things would have been more strict."""
11_voice_NPC_5210_108#0,"""Since you're still inexperienced, the amount of planets you can go are limited. """
Afin_04_020#0,"""If you want to go to more planets then work hard to be recognized. The road ahead is a long one."""
11_voice_NPC_5210_104#0,"""Even though ARKS have a high standing, that doesn't mean they can do whatever they want."""
Afin_05_020#0,"""There have been times when some outrageous actions have been overlooked though, unofficially."""
